"COMP_LEVEL";"MSJO_DATUM";"ZEIT_ID";"MESS_ID";"MSJO_WERT";"MSJO_INTERVALL";"MSJO_DGUELTIG";"STER_FLAG";"STKO_FLAG"
"2100";"01.01.2009 00:00:00";"1001";"179003";"847.71";"2678400";"2678400";"0";"32"
"2100";"01.02.2009 00:00:00";"1001";"179003";"929.95";"2678400";"2678400";"0";"32"
"2100";"01.03.2009 00:00:00";"1001";"179003";"1038.82";"2678400";"2678400";"0";"32"
"2100";"01.04.2009 00:00:00";"1002";"179003";"672.74";"2678400";"2678400";"0";"32"
"2100";"01.05.2009 00:00:00";"1002";"179003";"780.53";"2678400";"2678400";"0";"32"
"2100";"01.06.2009 00:00:00";"1002";"179003";"856.74";"2678400";"2678400";"0";"32"
"2100";"01.07.2009 00:00:00";"1002";"179003";"957.77";"2678400";"2678400";"0";"32"
"2100";"01.08.2009 00:00:00";"1002";"179003";"1075.37";"2678400";"2678400";"0";"32"
"2100";"01.09.2009 00:00:00";"1002";"179003";"863.05";"2678400";"2678400";"0";"32"
"2100";"01.10.2009 00:00:00";"1002";"179003";"753.04";"2678400";"2678400";"0";"32"
"2100";"01.11.2009 00:00:00";"1001";"179003";"865.10";"2678400";"2678400";"0";"32"
"2100";"01.12.2009 00:00:00";"1001";"179003";"613.40";"2678400";"2678400";"0";"32"
"2100";"01.01.2010 00:00:00";"1001";"179003";"747.24";"2678400";"2678400";"0";"32"
"2100";"01.02.2010 00:00:00";"1001";"179003";"700.49";"2678400";"2678400";"0";"32"
"2100";"01.03.2010 00:00:00";"1001";"179003";"1098.18";"2678400";"2678400";"0";"32"
"2100";"01.04.2010 00:00:00";"1002";"179003";"866.42";"2678400";"2678400";"0";"32"
"2100";"01.05.2010 00:00:00";"1002";"179003";"568.19";"2678400";"2678400";"0";"32"
"2100";"01.06.2010 00:00:00";"1002";"179003";"1016.34";"2678400";"2678400";"0";"32"
"2100";"01.07.2010 00:00:00";"1002";"179003";"682.34";"2678400";"2678400";"0";"32"
"2100";"01.08.2010 00:00:00";"1002";"179003";"695.99";"2678400";"2678400";"0";"32"
"2100";"01.09.2010 00:00:00";"1002";"179003";"849.41";"2678400";"2678400";"0";"32"
"2100";"01.10.2010 00:00:00";"1002";"179003";"715.50";"2678400";"2678400";"0";"32"
"2100";"01.11.2010 00:00:00";"1001";"179003";"595.18";"2678400";"2678400";"0";"32"
"2100";"01.12.2010 00:00:00";"1001";"179003";"516.21";"2678400";"2678400";"0";"32"
"2100";"01.01.2011 00:00:00";"1001";"179003";"1085.52";"2678400";"2678400";"0";"32"
"2100";"01.02.2011 00:00:00";"1001";"179003";"863.07";"2678400";"2678400";"0";"32"
"2100";"01.03.2011 00:00:00";"1001";"179003";"1055.23";"2678400";"2678400";"0";"32"
"2100";"01.04.2011 00:00:00";"1002";"179003";"810.96";"2678400";"2678400";"0";"32"
"2100";"01.05.2011 00:00:00";"1002";"179003";"799.19";"2678400";"2678400";"0";"32"
"2100";"01.06.2011 00:00:00";"1002";"179003";"883.50";"2678400";"2678400";"0";"32"
"2100";"01.07.2011 00:00:00";"1002";"179003";"638.25";"2678400";"2678400";"0";"32"
"2100";"01.08.2011 00:00:00";"1002";"179003";"1002.41";"2678400";"2678400";"0";"32"
"2100";"01.09.2011 00:00:00";"1002";"179003";"1004.02";"2678400";"2678400";"0";"32"
"2100";"01.10.2011 00:00:00";"1002";"179003";"929.19";"2678400";"2678400";"0";"32"
"2100";"01.11.2011 00:00:00";"1001";"179003";"967.73";"2678400";"2678400";"0";"32"
"2100";"01.12.2011 00:00:00";"1001";"179003";"896.79";"2678400";"2678400";"0";"32"
"2100";"01.01.2012 00:00:00";"1001";"179003";"1185.21";"2678400";"2678400";"0";"32"
"2100";"01.02.2012 00:00:00";"1001";"179003";"963.13";"2678400";"2678400";"0";"32"
"2100";"01.03.2012 00:00:00";"1001";"179003";"862.49";"2678400";"2678400";"0";"32"
"2100";"01.04.2012 00:00:00";"1002";"179003";"713.60";"2678400";"2678400";"0";"32"
"2100";"01.05.2012 00:00:00";"1002";"179003";"950.42";"2678400";"2678400";"0";"32"
"2100";"01.06.2012 00:00:00";"1002";"179003";"657.99";"2678400";"2678400";"0";"32"
"2100";"01.07.2012 00:00:00";"1002";"179003";"891.64";"2678400";"2678400";"0";"32"
"2100";"01.08.2012 00:00:00";"1002";"179003";"885.01";"2678400";"2678400";"0";"32"
"2100";"01.09.2012 00:00:00";"1002";"179003";"840.08";"2678400";"2678400";"0";"32"
"2100";"01.10.2012 00:00:00";"1002";"179003";"855.81";"2678400";"2678400";"0";"32"
"2100";"01.11.2012 00:00:00";"1001";"179003";"1077.96";"2678400";"2678400";"0";"32"
"2100";"01.12.2012 00:00:00";"1001";"179003";"685.89";"2678400";"2678400";"0";"32"
"2100";"01.01.2013 00:00:00";"1001";"179003";"979.99";"2678400";"2678400";"0";"32"
"2100";"01.02.2013 00:00:00";"1001";"179003";"891.02";"2678400";"2678400";"0";"32"
"2100";"01.03.2013 00:00:00";"1001";"179003";"911.81";"2678400";"2678400";"0";"32"
"2100";"01.04.2013 00:00:00";"1002";"179003";"896.74";"2678400";"2678400";"0";"32"
"2100";"01.05.2013 00:00:00";"1002";"179003";"796.88";"2678400";"2678400";"0";"32"
"2100";"01.06.2013 00:00:00";"1002";"179003";"796.88";"2678400";"2678400";"0";"32"
